filter,r(x)_L/Z_tot,r(x)_L/Z_ab,r(x)_L/Z_c,std_r(x)_L/Z_tot,std_r(x)_L/Z_ab,std_r(x)_L/Z_c
1,1.0262230692013816,1.033361584551714,1.0053554688024853,0.10771382216987704,0.12117984305518566,0.052431857357043594
2,1.0438524132695823,1.0528089815471602,0.9992388686855724,0.10336779905202047,0.11151476422091133,0.030420743778969347
