filter,r(x)_L/S_tot,r(x)_L/S_ab,r(x)_L/S_c,std_r(x)_L/S_tot,std_r(x)_L/S_ab,std_r(x)_L/S_c
1,1.0191487317696888,1.0315050892436437,0.9723578690226089,0.13980377463000798,0.15489553303488282,0.0633985574839282
2,1.0273952054004372,1.0381546883374215,0.943813238951815,0.1751787317683174,0.18308951601480902,0.05858658175381187
