col1,index,degree,popt0,popt1,popt2,popt3,popt4,popt5,popt6,popt7,popt8,popt9,popt10,popt11,popt12,popt13,popt14,popt15,popt16,popt17,popt18,popt19,popt20,popt21,popt22,popt23,popt24,popt25,popt26,popt27,popt28,popt29,popt30,popt31,popt32,popt33,popt34,popt35,popt36,popt37,popt38,popt39,popt40,popt41,popt42,popt43,popt44,popt45,popt46,popt47,popt48,popt49,popt50,popt51,popt52,popt53,popt54,popt55,popt56,popt57,popt58,popt59,popt60,popt61,popt62,popt63,popt64,popt65,popt66,popt67,popt68,popt69,popt70,popt71,popt72,popt73,popt74,popt75,popt76,popt77,popt78,popt79,popt80,templatebin,bin_threshold_lo,bin_threshold_hi,filter,n_rrls_in_bin,n_phasepoints_in_bin,npixels_x,npixels_y,n_bins_to_average_for_density,overall_sigma,pulsation_type
13,22,24,0.35341073076019913,-4.51828462391074,0.1668038148196692,1.4400641754358074,0.10929585119162055,1.4046856474661744,0.061276647460772875,1.4408983348063267,0.03094228766801608,1.5121573771379901,0.015014227580330613,1.5602498789296113,0.009674830147130421,-4.556285051664685,-0.007482648562321504,-1.094950230396116,-0.006198513033124518,-0.6662834020724296,-0.006306048821902591,-0.45523512313506803,-0.0065172150930236815,-0.373094230654539,-0.006765092919143538,-0.3779745406755905,-0.006403623457693213,-0.47278310850490146,-0.005852642969896246,-0.5370528914325852,-0.005664655826023872,-0.605915025568162,-0.005115016295723908,-0.6713689325579749,-0.0044092697107570925,-0.865241876739588,-0.0037874745636596223,-0.983131264307949,-0.0035801751502453076,-1.2201835673287453,-0.0027894289495240727,-1.3853743940538805,0.002394240565767079,1.5372328398525912,0.00185666734858692,1.289056508139191,0.0012511729649723755,1.2866914057228243,0.0012306243944210475,1.0580375417134589,0.025758267152624297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.59,0.62,3,1637,857507,300,500,10,2.0355766079390662E-4,0
14,23,24,0.3669682059310652,1.727109128398702,0.16347846920979772,1.4275980219264501,0.09998274959444899,1.3980850344731917,0.05171613242613406,1.4859150554263565,-0.024235723318165005,-1.5176593552452682,-0.0128039551358143,-1.3291606058267558,-0.00915392196649125,-1.1305239872897042,-0.007458199416770491,-0.9205205612442874,-0.006921348596458993,-0.6592975033220309,-0.006681294718417145,-0.5544563268117716,-0.0066187023548952275,-0.4913210597625484,-0.005942448759056814,-0.43762675359000436,-0.005965877048934214,-0.5102676642898163,-0.005289259967914059,-0.6831498993707682,-0.0046839569023410955,-0.8059396930610456,-0.003812462517671486,-0.9800880988215765,-0.0032839962235886332,-1.0924292756748428,-0.0027699362222047873,-1.1529666020717246,0.0020958725224622075,-4.591683617031204,0.0013684037326379573,1.292699071179733,0.0012386579968735956,1.2381119801305294,7.938624135890653E-4,1.2968875338899417,-2.2572653726680945E-4,-1.298134046466144,2.1279292928224702E-4,-0.39352543351911,0.02461284871658663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.62,0.65,3,1165,610347,300,500,10,2.0759969262222998E-4,0
15,24,19,0.3540333731774607,1.7283931741625573,0.1691685636766184,1.4634950923623253,0.10795608617110776,1.4105080025317647,0.057797896350446056,1.4763349823815435,0.027819809233196366,1.5097071154110693,0.01340992938442425,1.579843978506714,-0.008516062039678935,-1.328624438857149,-0.006245913641041414,-0.9116462558469853,-0.006378334814919789,-0.5464344917611623,-0.006978312419323835,-0.23626378627523342,-0.008028899849581371,-0.15197211606730404,-0.007565192785320971,-0.2205630625558018,-0.007490703697335408,-0.33492168755391444,-0.0073982985118563275,-0.48379950970998054,-0.0068743830992540255,-0.6109928675928389,-0.005999796681726142,-0.7402909511559255,-0.005082579164775109,-0.9393977668209001,-0.0038623721265440935,-1.0336313215949042,-0.003374268159134894,-1.0730975559096418,0.026440028267873707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.65,0.71,3,927,471496,300,800,10,3.2386544110083343E-4,0
16,25,15,0.3704776726455756,1.6710230895936051,0.16851609368340795,1.42702573208749,0.099793556825795,1.4327767056962175,0.04508558802611612,1.5489370208135116,-0.022376812928304162,-1.4270183309661542,-0.012711055928104323,-1.184747473084877,-0.010069934338711603,-0.8707332441489409,-0.008138450834114212,-0.6193145479411886,-0.008818441721100986,-0.5430398845715483,-0.008590364160519153,-0.48670809663444187,-0.00800864876467244,-0.5958914401969201,-0.007208095696074609,-0.651322967477565,-0.006920590519611621,-0.7007530228002293,-0.0060957298515657106,-0.8036391942239847,-0.005320631506946614,-0.8748983500522105,0.0216795459528714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.71,0.77,3,322,171344,200,300,10,4.30817448133704E-4,0
17,26,15,0.3921931082783709,7.855123807112377,0.16541081904235677,1.4073392789560235,-0.08544723608719342,-1.6413708157017626,0.03304976155487381,7.936866857824793,-0.017903437054422027,-1.0886880602522258,-0.013346697446707,-0.7072125409189601,-0.012808603770787677,-0.4842472910457183,-0.010589709339255236,-0.5475041236994386,-0.01046536593097275,-0.6057497177198734,-0.00937083278147547,-0.6731654333557616,-0.008108397129356527,-0.766474872036602,-0.005479730808860204,-0.7757770198359766,-0.004821761155637045,-0.9347626806359784,-0.0035059825318589518,-1.1397297537968676,0.004037634666046298,1.4036400537748563,0.021352036939181456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.77,0.83,3,76,43816,150,200,5,5.936237376625975E-4,0
18,27,13,0.3309354405438498,-4.37744865954383,-0.15684372665405688,4.732347237907924,-0.1187573191554481,4.611183040746669,0.07773384600207073,1.420097847249474,0.05235056847519032,1.3881883860400914,0.03746161014915347,1.4001299787506778,0.02436533074465992,1.4100158288280806,0.017068878692848604,1.2921475968175564,0.011248721334258338,0.9684794751325939,0.00816779992130135,0.8152522917415329,0.004174896471110878,0.7370293314987234,0.0020649126587267484,0.9511084733429986,9.900261164336912E-4,1.5614610928042258,0.031838206294998304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.41,0.47,4,59,11410,200,300,10,7.360927347172569E-4,0
19,28,15,0.32540522004129324,-4.419678443454476,-0.15287485853341604,4.703516359722723,-0.11927374619835117,-1.6880434659646308,0.08009427500491602,1.415034044433446,0.05458487949128719,1.374185664385923,0.03640194692115241,1.3760050857525514,0.022162188763356128,1.313904386466235,0.01403061142752735,1.1935238572256,0.01062643586190636,1.0206460769267,0.0067412455390217264,1.127543386227012,0.0050713748889947416,1.169402100946259,0.0031653180077521213,1.3324343621452135,0.0018682182787617423,1.4203404819744152,-0.001988340090534286,-0.9492969054327032,-0.001882033965934747,0.10740154297680353,0.027568288993441676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.47,0.53,4,205,39002,200,300,10,4.7719498007391494E-4,0
20,29,24,0.3291342535802707,-4.525967701082694,0.16023855467014275,1.4887124431967458,0.11712920997720976,1.4644888109134706,0.07575985357680753,1.4787012687634673,0.04665610371457091,1.5479380537358374,0.02570593793666995,1.537712083418926,0.014367045558075263,1.4246666017519583,0.008732477827178255,1.4197828558736307,-0.0062335256889255765,4.718474901475523,-0.004268888234998501,-1.101844786306672,-0.003743656739260966,-0.5124518161880219,-0.005385512410189759,-0.17808609553817034,-0.005209023407203291,0.032837549356291185,-0.004519837824411953,0.1799794394675698,-0.004411912172708546,0.021826621708280664,-0.005746139955143603,0.11551644124387633,-0.004386347326164228,-0.25679018635756273,-0.003861562743008834,-0.326831493704142,-0.003725954579009173,-0.09898881003967971,-0.00441755541464781,-0.3417077627159028,-0.00368820658080405,-0.2810246803603849,-0.0029315923405967594,-0.6557207610450697,-0.0023192135219712307,-0.7214298030263926,-0.00204404660317675,-0.8379478391470048,0.02153695832438761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.53,0.59,4,336,57637,200,300,10,3.9297517950146637E-4,0
21,30,21,0.3432464723555232,1.679364152618004,0.16290669877773303,1.4659932226955137,0.11106761967180877,1.4795723415120627,0.06635708256534938,1.5378578202802504,-0.03346853151348632,-1.4866274142489706,0.01723502280216355,1.6663292882893115,-0.009383919083664968,-1.3401211199781304,-0.005877413812158933,-1.0605945465115116,-0.0043190254088519234,-0.49493997722984606,-0.004656181217335796,-0.37279808652259805,-0.0048107264222306155,0.05278032729157205,-0.005852502438191525,0.03928484982718029,-0.005355662713921913,0.16962512856803386,-0.005410902771686728,-0.00500056513007675,-0.004441442702339388,-0.2686389267880247,-0.005226049025174024,-0.136775728876515,-0.0051234605949000535,-0.5023275067558058,-0.0040220874280589534,-0.5216365021800917,-0.0026169017549685174,-0.3273394608809804,-0.002377949322061161,-0.4099545024115346,-0.001971979691687068,-0.04912268871805802,0.021212117758666073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.59,0.65,4,265,47278,150,200,8,3.968973106213705E-4,0
22,31,22,0.3477824093048595,7.923805360285657,-0.16791883095524573,4.604172090864221,0.10967985489166926,1.4897911036400524,0.06195372678796088,1.5955466781576726,-0.031134257677144034,-1.448284977840017,-0.017269346307174933,-1.2917094330821919,-0.009154109984762761,-1.2039847714402796,-0.008253107803706404,-0.7104591729639161,-0.007220053661280618,-0.38422169280620216,-0.008764440447559457,-0.212829132082093,-0.008631606807567823,-0.028652458627459097,-0.007484029072610216,-0.12965289851094078,-0.005873671244499836,-0.026224987790723735,-0.007234960245470343,-0.13601962970469972,-0.005920670775983264,-0.07104922612049093,-0.00647330783760072,-0.015869928634237588,-0.004709334473075921,-0.2454708649694845,-0.003656509121011385,-0.5809378468811215,-0.0033974775908690957,-0.10780332107452088,-0.0018289603940103182,0.03309668337625096,-0.0018543965252283746,0.4622059422704935,-0.0014195970042441995,0.35584775793825923,0.019924479335402603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.65,0.71,4,83,13454,80,100,8,6.354119925794835E-4,0
23,32,11,0.36439504835854686,1.5620184771083934,0.16437461454004776,1.432324308761476,0.09893683255217299,1.5268825573418319,-0.050255758771577265,-1.3910813468184327,-0.022824384693393544,-1.1315003280601699,-0.0116226138299721,-0.9145861047712494,-0.010781729885072191,-0.37585749300572735,-0.01332658942876942,-0.4097104082449566,-0.012092604437054065,-0.3205543275467315,-0.008529027513087642,-0.6331813510882317,-0.0047452549100697105,-0.2515924386516931,0.020319178359563195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.71,0.83,4,40,6821,180,250,6,0.0013541760418147944,0
0,33,9,0.3342809680828506,-4.4958491919682055,0.16343197264391146,1.5068634912982266,0.10622352955099149,1.4856137388723216,0.06464982526927696,1.3999137043958758,0.04249955723874882,1.3597637879548488,0.026433407223515337,1.4289335841169597,0.01165914097202659,1.372629354538362,0.002312068434585185,1.1444930639171251,0.005285158274624321,1.2349165866952974,0.02616676559523661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35,0.47,5,50,2828,100,100,6,0.0017942713217171155,0
1,34,9,0.3320115858854703,-4.581790493989049,0.17810758134350121,1.4676229944326276,0.11104323943031125,1.5029830813058689,0.06876651165571859,1.504015510713283,-0.03577388272820068,4.6322300882295515,0.01920487828546609,1.568020013774985,0.01089963067881818,1.258025826884369,0.004556083637134334,1.624188522974658,0.002309554208304907,0.38608730441704453,0.02075669845504191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.47,0.59,5,99,5925,100,100,6,0.001607446347738376,0
2,35,9,0.35340625269631354,1.5611231518896513,0.17206620006414894,1.509394212089072,0.09938514977445224,1.5916965943137609,0.04878673343576632,1.6773940375277887,-0.025777392764380097,-1.4411661720906643,-0.014212206388500377,-1.4391150044044696,-0.012416958256973195,-0.6344333264548517,-0.00897734746699884,-0.7089037367935949,-0.006348344149027429,-0.058444046215921815,0.018207397201613927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.59,0.71,5,60,3338,100,100,6,0.00215960847744868,0
3,36,5,0.3720288625543491,1.5138008596561945,0.1811906171728374,1.6072967320616587,-0.09016880753612543,-1.2868254740697644,-0.030381209934636427,-1.4031077931508593,-0.018574916656804222,-0.8476877799845528,0.022101870191065433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.71,0.83,5,8,451,55,55,6,0.005002573931087756,0
