filter,Ampl(x)/Ampl(g)_tot008,Ampl(x)/Ampl(g)_ab008,Ampl(x)/Ampl(g)_c008,stdAmpl(x)/Ampl(g)_tot008,stdAmpl(x)/Ampl(g)_ab008,stdAmpl(x)/Ampl(g)_c008
0,1.1050995088004807,1.130843700377874,0.9985718195147146,0.08508204997532669,0.07454036019321024,0.010544775296196296
2,0.7249006985167987,0.7226152421709869,0.7343577592580893,0.02383966508151824,0.02573326979757044,0.008297346664791894
3,0.580551355842603,0.580319981459349,0.5815087670836528,0.033780718580503515,0.036956230134957864,0.014509028324873786
4,0.511692348220285,0.5113202924927304,0.5132318891618903,0.041337463009150914,0.04537851940860418,0.015994117509273466
5,0.5020831127672267,0.49773468080432226,0.5200766243378661,0.047348748607338384,0.05147879042756214,0.01228610229194296
